X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-75.93229145,44.6357587090001,3142,137287722,M554,Long-Term Care Home,MHFA,Maple View Lodge, , , ,746 County Road,"Postal Office Box 100, 42 East", ,Athens,K0E1B0,20210527135027,20210526122312
-79.8025557879999,43.320117307,3143,137287723,2408,Long-Term Care Home,NH for-profit,Maple Villa Long Term Care Centre, , , ,441 Maple Avenue, , ,Burlington,L7S1L8,20210527135024,20210526122312
-77.744416491,44.039661327,3144,137287724,2717,Long-Term Care Home,NH for-profit,Maplewood, , , ,12 Maplewood Avenue,Postal Office Box 249, ,Brighton,K0K1H0,20210527134742,20210526122312
-77.104772439,45.81485616,3145,137287725,2702,Long-Term Care Home,NH non-profit,Marianhill Nursing Home, , , ,600 Cecelia Street, , ,Pembroke,K8A7Z3,20210527134549,20210526122313
-79.43615722,43.8692140200001,3146,137287726,2619,Long-Term Care Home,NH non-profit,Mariann Home, , , ,9915 Yonge Street, , ,Richmond Hill,L4C1V1,20210527134711,20210526122313
-79.254213963,43.883724231,3147,137287727,2924,Long-Term Care Home,NH non-profit,Markhaven, , , ,54 Parkway Avenue, , ,Markham,L3P2G4,20210527134552,20210526122313
-82.3840923659999,42.963593319,3148,137287728,M613,Long-Term Care Home,MHFA,Marshall Gowland Manor, , , ,749 Devine Street, , ,Sarnia,N7T1X3,20210527133834,20210526122313
-84.336937362,46.5396691030001,3149,137287729,2780,Long-Term Care Home,NH non-profit,Mauno Kaihla Koti, , , ,723 North Street, , ,Sault Ste. Marie,P6B6G8,20210527134146,20210526122313
-74.86318555,45.2841165660001,3150,137287730,3000,Long-Term Care Home,CHFA,Maxville Manor, , , ,80 Mechanic Street West, , ,Maxville,K0C1T0,20210527133624,20210526122314
-79.419181495,43.6488088830001,3151,137287731,2211,Long-Term Care Home,NH for-profit,Maynard Nursing Home, , , ,28 Halton Street, , ,Toronto,M6J1R3,20210527134444,20210526122314
-79.562010137,43.6100404690001,3152,137287732,7086,Long-Term Care Home,NH non-profit,McCall Centre Long Term Care Interim Unit, , , ,140 Sherway Drive, , ,Toronto,M9C1A4,20210527134641,20210526122314
-81.354184446,42.9688401710001,3153,137287733,2965,Long-Term Care Home,NH non-profit,McCormick Home, , , ,2022 Kains Road, , ,London,N6K0A8,20210527133636,20210526122314
-81.2961439329999,43.0238379840001,3154,137287734,2964,Long-Term Care Home,NH for-profit,McGarrell Place, , , ,355 McGarrell Drive, , ,London,N6G0B1,20210527133932,20210526122315
-81.2020518959999,42.9466784750001,3155,137287735,2643,Long-Term Care Home,NH for-profit,Meadow Park (London), , , ,1210 Southdale Road East, , ,London,N6E1B4,20210527134955,20210526122315
-82.198853258,42.4070519300001,3156,137287736,2685,Long-Term Care Home,NH for-profit,Meadow Park Nursing Home (Chatham), , , ,110 Sandys Street, , ,Chatham-Kent,N7L4X3,20210527134307,20210526122315
-80.600690561,44.6115535920001,3157,137287737,2612,Long-Term Care Home,NH for-profit,Meaford Long Term Care - a peopleCare Community, , , ,135 William Street, , ,Meaford,N4L1T4,20210527134218,20210526122315
-79.233796196,43.1899664100001,3158,137287738,3016,Long-Term Care Home,CHFA,Mennonite Brethren Senior Citizens Home, , , ,1 Tabor Drive, , ,St. Catharines,L2N1V9,20210527134336,20210526122315
-81.4251981639999,42.9234091600001,3159,137287739,1030,Long-Term Care Home,NH for-profit,Middlesex Terrace, , , ,2094 Gideon Drive,R.R. 1, ,Delaware,N0L1E0,20210527134524,20210526122315
-79.2474963449999,43.708358601,3160,137287740,2789,Long-Term Care Home,NH for-profit,Midland Gardens Care Community, , , ,130 Midland Avenue, , ,Toronto,M1N4E6,20210527134657,20210526122316
-79.656099636,44.368993097,3161,137287741,2981,Long-Term Care Home,NH non-profit,Mill Creek Care Centre, , , ,286 Hurst Drive, , ,Barrie,L4N0Z3,20210527133618,20210526122316
-79.1179536499999,43.075974295,3162,137287742,2948,Long-Term Care Home,NH for-profit,Millennium Trail Manor, , , ,6861 Oakwood Drive, , ,Niagara Falls,L2E6S5,20210527133701,20210526122316
-77.129808248,45.8272866610001,3163,137287743,M621,Long-Term Care Home,MHFA,Miramichi Lodge, , , ,725 Pembroke Street West, , ,Pembroke,K8A8S6,20210527134117,20210526122316
-79.5909432409999,43.5497038570001,3164,137287744,1078,Long-Term Care Home,NH for-profit,Mississauga Long Term Care Facility, , , ,26 Peter Street North, , ,Mississauga,L5H2G7,20210527134624,20210526122316
-81.201861144,43.473799467,3165,137287745,2689,Long-Term Care Home,NH non-profit,Mitchell Nursing Home, , , ,184 Napier Street South,"Unit 1, S", ,Mitchell,N0K1N0,20210527133942,20210526122316
-77.31915479,44.471115721,3166,137287746,2977,Long-Term Care Home,NH for-profit,Moira Place Long-Term Care Home, , , ,415 River Street West,Postal Office Box 200, ,Tweed,K0K3J0,20210527134843,20210526122317
-79.393147787,43.6552749850001,3167,137287747,3002,Long-Term Care Home,CHFA,Mon Sheong Home for the Aged, , , ,36 D'Arcy Street, , ,Toronto,M5T1J7,20210527134751,20210526122317
-79.443201925,43.901344726,3168,137287748,2897,Long-Term Care Home,NH non-profit,Mon Sheong Richmond Hill Long Term Care Centre, , , ,11199 Yonge Street, , ,Richmond Hill,L4S1L2,20210527134725,20210526122317
-79.2999909709999,43.813096117,3169,137287749,2944,Long-Term Care Home,NH non-profit,Mon Sheong Scarborough Long Term Care Centre, , , ,2030 McNicoll Avenue, , ,Toronto,M1V5P4,20210527134410,20210526122317
-75.640595621,45.446729362,3170,137287750,2886,Long-Term Care Home,NH for-profit,Montfort, , , ,705 Montreal Road, , ,Ottawa,K1K0M9,20210527133834,20210526122318
-80.127377902,43.4399873130001,3171,137287751,2727,Long-Term Care Home,NH for-profit,Morriston Park Nursing Home, , , ,7363 Calfass Road,R.R. 2, ,Puslinch,N0B2J0,20210527133752,20210526122318
-81.256195018,42.998754881,3172,137287752,3026,Long-Term Care Home,CHFA,Mount Hope Centre for Long Term Care, , , ,21 Grosvenor Street,Postal Office Box 5777, ,London,N6A1Y6,20210527134142,20210526122318
-79.875569919,43.402572418,3173,137287753,2577,Long-Term Care Home,NH non-profit,Mount Nemo Christian Nursing Home, , , ,2480 No. 2 Side Road, , ,Burlington,L7P0H1,20210527133849,20210526122318
-79.202214681,45.336243482,3174,137287754,2840,Long-Term Care Home,NH for-profit,Muskoka Landing, , , ,65 Rogers Cove Drive, , ,Huntsville,P1H2L9,20210527134248,20210526122318
-79.3672938939999,44.9143044030001,3175,137287755,2819,Long-Term Care Home,NH for-profit,Muskoka Shores Care Community, , , ,200 Kelly Drive, , ,Gravenhurst,P1P1P3,20210527134520,20210526122319
-79.2488718829999,42.9801202720001,3176,137287756,2607,Long-Term Care Home,NH non-profit,"Niagara Health System, Welland Hospital Site, Extended Care Unit", , , ,65 Third Street, , ,Welland,L3B4W6,20210527134642,20210526122319
-79.2252885939999,43.200271512,3177,137287757,2994,Long-Term Care Home,CHFA,Niagara Ina Grafton Gage Village, , , ,413 Linwell Road, , ,St. Catharines,L2M7Y2,20210527134322,20210526122319
-79.065395248,43.2547420290001,3178,137287758,2618,Long-Term Care Home,NH for-profit,Niagara Long Term Care Residence, , , ,120 Wellington Street,Postal Office Box 985, ,Niagara-On-The-Lake,L0S1J0,20210527134247,20210526122319
-88.276350656,49.0155484110001,3179,137287759,2793,Long-Term Care Home,NH non-profit,Nipigon District Memorial Hospital, , , ,125 Hogan Road,Postal Office Box 37, ,Nipigon,P0T2J0,20210527134123,20210526122319
-79.3368509159999,46.248437826,3180,137287760,920,Long-Term Care Home,NH for-profit,Nipissing Manor Nursing Care Center, , , ,1202 Highway 94, , ,Corbeil,P0H1K0,20210527134615,20210526122319
-79.345581974,43.6802528920001,3181,137287761,3003,Long-Term Care Home,CHFA,Nisbet Lodge, , , ,740 Pape Avenue, , ,Toronto,M4K3S7,20210527133732,20210526122320
-80.7014978779999,43.3805062750001,3182,137287762,3004,Long-Term Care Home,CHFA,Nithview Home, , , ,200 Boullee Street, , ,New Hamburg,N3A2K4,20210527134841,20210526122320
-79.526536639,43.756008496,3183,137287763,2918,Long-Term Care Home,NH for-profit,Norfinch Care Community, , , ,22 Norfinch Drive, , ,Toronto,M3N1X1,20210527134421,20210526122320
-82.4317490189999,49.424028343,3184,137287764,3027,Long-Term Care Home,CHFA,North Centennial Manor, , , ,2 Kimberly Drive, , ,Kapuskasing,P5N1L5,20210527134200,20210526122320
-81.9947380569999,43.092793461,3185,137287765,M559,Long-Term Care Home,MHFA,North Lambton Lodge, , , ,39 Morris Street,R.R. 6, ,Lambton Shores,N0N1J0,20210527134142,20210526122321
-79.4821465209999,43.717417992,3186,137287766,909,Long-Term Care Home,NH for-profit,North Park Nursing Home, , , ,450 Rustic Road, , ,Toronto,M6L1W9,20210527133909,20210526122321
-77.488465793,46.102836091,3187,137287767,3036,Long-Term Care Home,CHFA,North Renfrew Long-Term Care Services, , , ,47 Ridge Road,Postal Office Box 1988, ,Deep River,K0J1P0,20210527135008,20210526122321
-82.92388707,46.187451428,3188,137287768,2795,Long-Term Care Home,NH non-profit,North Shore Health Network - Eldcap Unit, , , ,525 Causley Street,Postal Office Box 970, ,Blind River,P0R1B0,20210527134649,20210526122321
-82.92388707,46.187451428,3189,137287769,2865,Long-Term Care Home,NH non-profit,North Shore Health Network - LTC Unit, , , ,525 Causley Street,Postal Office Box 970, ,Blind River,P0R1B0,20210527134211,20210526122321
-79.257780978,42.879285753,3190,137287770,M610,Long-Term Care Home,MHFA,Northland Pointe, , , ,2 Fielden Avenue, , ,Port Colborne,L3K6G4,20210527134343,20210526122321
-79.714268175,43.4896033410001,3191,137287771,2862,Long-Term Care Home,NH for-profit,Northridge, , , ,496 Postridge Drive, , ,Oakville,L6H7A2,20210527134601,20210526122322
-79.8650294609999,47.8201447480001,3192,137287772,2585,Long-Term Care Home,NH for-profit,Northview Nursing Home, , , ,77 River Road,Postal Office Box 1139, ,Englehart,P0J1H0,20210527133840,20210526122322
-93.822443044,51.013266441,3193,137287773,M607,Long-Term Care Home,MHFA,Northwood Lodge, , , ,51 Highway 105,Postal Office Box 420, ,Red Lake,P0V2M0,20210527134702,20210526122322
-80.333412414,42.8371765960001,3194,137287774,M624,Long-Term Care Home,MHFA,Norview Lodge, , , ,44 Rob Blake Way, , ,Simcoe,N3Y4N5,20210527134245,20210526122322
-79.429381897,43.63752278,3195,137287775,2201,Long-Term Care Home,NH for-profit,Norwood Nursing Home, , , ,122 Tyndall Avenue, , ,Toronto,M6K2E2,20210527134341,20210526122322
-79.431264885,44.603024147,3196,137287776,2593,Long-Term Care Home,NH for-profit,Oak Terrace, , , ,291 Mississaga Street West, , ,Orillia,L3V3B9,20210527133949,20210526122323
-79.11794255,43.0772174950001,3197,137287777,2661,Long-Term Care Home,NH for-profit,Oakwood Park Lodge, , , ,6747 Oakwood Drive, , ,Niagara Falls,L2G0J3,20210527134623,20210526122323
-81.41129455,42.817409442,3198,137287778,3042,Long-Term Care Home,NH non-profit,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwatisni), , , ,2229 Elm Avenue,R.R. 2, ,Southwold,N0L2G0,20210527134959,20210526122323
-79.6833144409999,43.210359693,3199,137287779,2477,Long-Term Care Home,NH for-profit,Orchard Terrace Care Centre, , , ,199 Glover Road, , ,Hamilton,L8E5J2,20210527134028,20210526122323
-79.082688505,43.846238633,3200,137287780,2693,Long-Term Care Home,NH for-profit,Orchard Villa, , , ,1955 Valley Farm Road, , ,Pickering,L1V3R6,20210527134004,20210526122324
-79.690216049,44.395116799,3201,137287781,2584,Long-Term Care Home,NH for-profit,Owen Hill Care Community, , , ,130 Owen Street, , ,Barrie,L4M3H7,20210527134223,20210526122324
-74.718655581,45.021364126,3202,137287782,1131,Long-Term Care Home,NH for-profit,Parisien Manor, , , ,439 Second Street East, , ,Cornwall,K6H1Z2,20210527135031,20210526122324
-80.3877814639999,43.21120296,3203,137287783,2779,Long-Term Care Home,NH for-profit,Park Lane Terrace, , , ,295 Grand River Street North, , ,Brant,N3L2N9,20210527134741,20210526122324
-79.258984372,43.965414745,3204,137287784,2968,Long-Term Care Home,NH non-profit,Parkview Home Long-Term Care, , , ,123 Weldon Road, , ,Whitchurch-Stouffville,L4A0G8,20210527135000,20210526122324
-81.091338987,44.298328514,3205,137287785,1053,Long-Term Care Home,NH for-profit,Parkview Manor Health Care Centre, , , ,98 3rd Street South,"Postal Office Box 298, East", ,Chesley,N0G1L0,20210527134849,20210526122325
-79.884864109,43.2610324930001,3206,137287786,2700,Long-Term Care Home,NH for-profit,Parkview Nursing Centre, , , ,545 King Street West, , ,Hamilton,L8P1C1,20210527134231,20210526122325
-80.5022576269999,43.5164015080001,3207,137287787,2952,Long-Term Care Home,NH non-profit,Parkwood Mennonite Home, , , ,726 New Hampshire Street, , ,Waterloo,N2K4M1,20210527134749,20210526122325
-79.781429815,43.6999950750001,3208,137287788,M562,Long-Term Care Home,MHFA,Peel Manor, , , ,525 Main Street North, , ,Brampton,L6X1N9,20210527133656,20210526122325
-80.474469713,43.456495499,3209,137287789,2990,Long-Term Care Home,CHFA,peopleCare A.R. Goudie Kitchener, , , ,369 Frederick Street, , ,Kitchener,N2H2P1,20210527134801,20210526122325
-80.309968652,43.353527489,3210,137287790,2606,Long-Term Care Home,NH for-profit,peopleCare Hilltop Manor Cambridge, , , ,42 Elliott Street, , ,Cambridge,N1R2J2,20210527134933,20210526122325
-81.312961335,42.9902645770001,3211,137287791,2980,Long-Term Care Home,NH for-profit,peopleCare Oakcrossing London, , , ,1242 Oakcrossing Road, , ,London,N6H0G2,20210527133943,20210526122326
-80.8391775159999,43.319083758,3212,137287792,2614,Long-Term Care Home,NH for-profit,peopleCare Tavistock, , , ,28 William Street North,Postal Office Box 460, ,Tavistock,N0B2R0,20210527135002,20210526122326
-76.270979384,44.904337142,3213,137287793,962,Long-Term Care Home,NH for-profit,Perth Community Care Centre, , , ,101 Christie Lake Road,R. R. 4, ,Perth,K7H3C6,20210527133830,20210526122326
-75.7588992519999,45.3429419390001,3214,137287794,M609,Long-Term Care Home,MHFA,Peter D. Clark Centre, , , ,9 Meridian Place, , ,Ottawa,K2G6P8,20210527134447,20210526122326
-77.1558114599999,44.7374547750001,3215,137287795,2796,Long-Term Care Home,NH non-profit,Pine Meadow Nursing Home, , , ,124 Lloyd Street,Postal Office Box 100, ,Northbrook,K0H2G0,20210527134650,20210526122327
-79.7162944519999,43.216604493,3216,137287796,2750,Long-Term Care Home,NH for-profit,Pine Villa Nursing Home, , , ,490 Highway,Unit 8, ,Hamilton,L8G1G6,20210527134439,20210526122327
-94.46513069,49.7789917420001,3217,137287797,M563,Long-Term Care Home,MHFA,Pinecrest (Kenora), , , ,1220 Valley Drive, , ,Kenora,P9N2W7,20210527134526,20210526122327
-74.998420616,45.5421784050001,3218,137287798,2797,Long-Term Care Home,NH for-profit,Pinecrest (Plantagenet), , , ,101 Parent Street,Postal Office Box 250, ,Plantagenet,K0B1L0,20210527134118,20210526122327
-81.510714687,43.9557915350001,3219,137287799,2600,Long-Term Care Home,NH for-profit,Pinecrest Manor, , , ,399 Bob Street,Postal Office Box 220, ,Lucknow,N0G2H0,20210527133721,20210526122327
-78.533354189,44.5287249770001,3220,137287800,2731,Long-Term Care Home,NH for-profit,Pinecrest Nursing Home (Bobcaygeon), , , ,3418 Kawartha Lakes County Road 36,R.R. 2, ,Kawartha Lakes,K0M1A0,20210527133623,20210526122327
-80.5123767279999,43.4927465040001,3221,137287801,2805,Long-Term Care Home,NH for-profit,Pinehaven Nursing Home, , , ,229 Lexington Road, , ,Waterloo,N2K2E1,20210527134209,20210526122328
-80.982006381,46.5175643860001,3222,137287802,M566,Long-Term Care Home,MHFA,Pioneer Manor, , , ,960 Notre Dame Avenue, , ,Greater Sudbury,P3A2T4,20210527133830,20210526122328
-89.2559747669999,48.4182671610001,3223,137287803,M599,Long-Term Care Home,MHFA,Pioneer Ridge, , , ,750 Tungsten Street, , ,Thunder Bay,P7A5C2,20210527134600,20210526122328
-79.1218624639999,43.226738922,3224,137287804,2799,Long-Term Care Home,NH non-profit,Pleasant Manor Retirement Village, , , ,15 Elden Street,Postal Office Box 500, ,Niagara-on-the-Lake,L0S1T0,20210527135019,20210526122328
-77.9678531929999,44.3792447760001,3225,137287805,2761,Long-Term Care Home,NH for-profit,Pleasant Meadow Manor, , , ,99 Alma Street,Postal Office Box 426, ,Norwood,K0L2V0,20210527134955,20210526122328
-78.949846986,44.1114364850001,3226,137287806,2629,Long-Term Care Home,NH for-profit,Port Perry Place, , , ,15941 Simcoe Street, , ,Port Perry,L9L1N5,20210527135019,20210526122329
-79.716752475,43.480260339,3227,137287807,M620,Long-Term Care Home,MHFA,Post Inn Village, , , ,203 Georgian Drive, , ,Oakville,L6H7H9,20210527134116,20210526122329
-92.8356630009999,49.7831530730001,3228,137287808,M608,Long-Term Care Home,MHFA,Princess Court, , , ,Princess Street,Postal Office Box 725, ,Dryden,P8N2Z4,20210527134018,20210526122329
-79.2852850579999,43.7129639,3229,137287809,3006,Long-Term Care Home,CHFA,Providence Healthcare, , , ,3276 Saint Clair Avenue East, , ,Toronto,M1L1W1,20210527134825,20210526122329
-76.485463398,44.235538116,3230,137287810,3005,Long-Term Care Home,CHFA,Providence Manor, , , ,275 Sydenham Street, , ,Kingston,K7K1G7,20210527133936,20210526122329
-79.876974107,43.2611510930001,3231,137287811,2853,Long-Term Care Home,NH non-profit,Queen's Garden, , , ,80 Queen Street North, , ,Hamilton,L8R3P6,20210527133659,20210526122330
-81.503966535,43.4353022450001,3232,137287812,933,Long-Term Care Home,NH for-profit,Queensway Long Term Care Home, , , ,100 Queen Street East,Postal Office Box 369, ,Hensall,N0M1X0,20210527135005,20210526122330
-79.077483939,43.0997467010001,3233,137287813,2991,Long-Term Care Home,CHFA,R. H. Lawson Eventide Home, , , ,5050 Jepson Street, , ,Niagara Falls,L2E1K5,20210527133819,20210526122330
-94.568019421,48.7174621030001,3234,137287814,2820,Long-Term Care Home,NH non-profit,Rainy River Health Centre, , , ,114 Fourth Street,Postal Office Box 236, ,Rainy River,P0W1L0,20210527134712,20210526122330
-93.389537256,48.6175785830001,3235,137287815,3033,Long-Term Care Home,CHFA,Rainycrest, , , ,550 Osborne Street, , ,Fort Frances,P9A3T2,20210527134657,20210526122330
-79.111899237,44.104087276,3236,137287816,2635,Long-Term Care Home,NH for-profit,ReachView Village, , , ,130 Reach Street, , ,Uxbridge,L9P1L3,20210527134952,20210526122331
-78.288040659,43.950798187,3237,137287817,2511,Long-Term Care Home,NH for-profit,Regency Long Term Care Home, , , ,66 Dorset Street East, , ,Port Hope,L1A1E3,20210527134000,20210526122331
-83.039323609,42.313629572,3238,137287818,2760,Long-Term Care Home,NH for-profit,Regency Park Long Term Care Home, , , ,567 Victoria Avenue, , ,Windsor,N9A4N1,20210527135014,20210526122331
-79.9135892159999,43.231023986,3239,137287819,2922,Long-Term Care Home,NH non-profit,Regina Gardens, , , ,536 Upper Paradise Road, , ,Hamilton,L9C5E3,20210527134749,20210526122331
-74.613705392,45.60023563,3240,137287820,M567,Long-Term Care Home,MHFA,Residence Prescott et Russell, , , ,1020 Cartier Boulevard, , ,Hawkesbury,K6A1W7,20210527134256,20210526122331
-75.545505893,45.483237672,3241,137287821,3013,Long-Term Care Home,CHFA,Residence Saint-Louis, , , ,879 Chemin Parc Hiawatha, , ,Ottawa,K1C2Z6,20210527134951,20210526122331
-83.110516112,42.1036724310001,3242,137287822,1149,Long-Term Care Home,NH for-profit,Richmond Terrace, , , ,89 Rankin Avenue, , ,Amherstburg,N9V1E7,20210527135000,20210526122332
-76.482328498,44.238077317,3243,137287823,M569,Long-Term Care Home,MHFA,Rideaucrest Home, , , ,175 Rideau Street, , ,Kingston,K7K3H6,20210527134818,20210526122332
-79.8031927769999,43.1876612830001,3244,137287824,2849,Long-Term Care Home,NH for-profit,Ridgeview, , , ,385 Highland Road West, , ,Hamilton,L8J3X9,20210527134943,20210526122332
-81.1901723409999,43.4772885680001,3245,137287825,3007,Long-Term Care Home,CHFA,Ritz Lutheran Villa, , , ,4118 Road 164,"R.R. 5, Unit A", ,Mitchell,N0K1N0,20210527134654,20210526122332
-79.361651335,44.3038853990001,3246,137287826,1021,Long-Term Care Home,NH for-profit,River Glen Haven Nursing Home, , , ,160 High Street,Postal Office Box 368, ,Georgina,L0E1R0,20210527133718,20210526122333
-80.325753359,43.376925392,3247,137287827,2753,Long-Term Care Home,NH for-profit,Riverbend Place, , , ,650 Coronation Boulevard, , ,Cambridge,N1R7S6,20210527134030,20210526122333
-82.927554573,42.2991089750001,3248,137287828,2972,Long-Term Care Home,NH for-profit,Riverside Place, , , ,3181 Meadowbrook Lane, , ,Windsor,N8T0A4,20210527134232,20210526122333
-82.195357557,42.399276129,3249,137287829,M626,Long-Term Care Home,MHFA,Riverview Gardens, , , ,519 King Street West, , ,Chatham-Kent,N7M1G8,20210527135008,20210526122333
-78.3153216009999,44.336075453,3250,137287830,2722,Long-Term Care Home,NH for-profit,Riverview Manor Nursing Home, , , ,1155 Water Street, , ,Peterborough,K9H3P8,20210527134833,20210526122333
-79.70851315,44.3421244890001,3251,137287831,2839,Long-Term Care Home,NH for-profit,Roberta Place, , , ,503 Essa Road, , ,Barrie,L4N9E4,20210527134228,20210526122333
-79.24789355,43.754677509,3252,137287832,2131,Long-Term Care Home,NH for-profit,Rockcliffe Care Community, , , ,3015 Lawrence Avenue East, , ,Toronto,M1P2V7,20210527134958,20210526122334
-80.809709286,44.174618507,3253,137287833,M570,Long-Term Care Home,MHFA,Rockwood Terrace Home for the Aged, , , ,575 Saddler Street East,Postal Office Box 660, ,Durham,N0G1R0,20210527134202,20210526122334
-79.4220637989999,43.685828789,3254,137287834,3038,Long-Term Care Home,NH non-profit,Rose of Sharon Korean Long Term Care, , , ,17 Maplewood Avenue, , ,Toronto,M6C4B3,20210527134620,20210526122334
-75.8903014529999,44.8422213470001,3255,137287835,2671,Long-Term Care Home,NH for-profit,Rosebridge Manor, , , ,131 Roses Bridge Road,R.R. 2, ,Jasper,K0G1G0,20210527134742,20210526122334
-80.470166948,48.5392531250001,3256,137287836,2766,Long-Term Care Home,NH non-profit,Rosedale Centre, , , ,507 8th Avenue,Postal Office Box 70, ,Matheson,P0K1N0,20210527134636,20210526122334
-75.728724646,45.389476148,3257,137287837,2933,Long-Term Care Home,NH non-profit,Royal Ottawa Place, , , ,1145 Carling Avenue, , ,Ottawa,K1Z7K4,20210527133958,20210526122335
-79.268594991,42.999574674,3258,137287838,3049,Long-Term Care Home,NH for-profit,Royal Rose Place, , , ,635 Prince Charles Drive North, , ,Welland,L3C0C7,20210527133701,20210526122335
-80.843923865,43.8399521480001,3259,137287839,2767,Long-Term Care Home,NH for-profit,Royal Terrace, , , ,600 Whites Road, , ,Palmerston,N0G2P0,20210527134140,20210526122335
-80.310291158,43.425324602,3260,137287840,3014,Long-Term Care Home,CHFA,Saint Luke's Place, , , ,1624 Franklin Boulevard, , ,Cambridge,N3C3P4,20210527134925,20210526122335
-74.751485493,45.0374942280001,3261,137287841,2778,Long-Term Care Home,NH for-profit,Sandfield Place, , , ,220 Emma Street, , ,Cornwall,K6J5V8,20210527134953,20210526122335
-85.8246974909999,49.1276674910001,3262,137287842,2810,Long-Term Care Home,NH non-profit,Santé Manitouwadge Health, , , ,1 Health Care Crescent, , ,Manitouwadge,P0T2C0,20210527133639,20210526122336
-79.861817522,44.582378023,3263,137287843,2710,Long-Term Care Home,NH for-profit,Sara Vista, , , ,27 Simcoe Street, , ,Elmvale,L0L1P0,20210527134340,20210526122336
-75.347110024,45.4405768730001,3264,137287844,943,Long-Term Care Home,NH for-profit,Sarsfield Colonial Home, , , ,2861 Colonial Road,Postal Office Box 130, ,Ottawa,K0A3E0,20210527134319,20210526122336
-81.397542013,43.5565546720001,3265,137287845,1135,Long-Term Care Home,NH for-profit,Seaforth Long Term Care Home, , , ,100 James Street, , ,Huron East,N0K1W0,20210527133731,20210526122336
-80.883051504,43.0326554050001,3266,137287846,2628,Long-Term Care Home,NH for-profit,Secord Trails Care Community, , , ,263 Wonham Street South, , ,Ingersoll,N5C3P6,20210527135021,20210526122336
-79.360023187,43.773047207,3267,137287847,2744,Long-Term Care Home,NH non-profit,Seniors' Health Centre, , , ,2 Buchan Court, , ,Toronto,M2J5A3,20210527133823,20210526122336
-79.2032595379999,43.7817511160001,3268,137287848,M571,Long-Term Care Home,MHFA,Seven Oaks, , , ,9 Neilson Road, , ,Toronto,M1E5E1,20210527134148,20210526122337
-79.5245512879999,43.186981496,3269,137287849,3009,Long-Term Care Home,CHFA,Shalom Manor Long Term Care Home, , , ,12 Bartlett Avenue, , ,Grimsby,L3M4N5,20210527134734,20210526122337
-79.895177513,43.2642208930001,3270,137287850,2775,Long-Term Care Home,NH non-profit,Shalom Village Nursing Home, , , ,70 Macklin Street North, , ,Hamilton,L8S3S1,20210527134430,20210526122337
-80.2039857839999,44.083121921,3271,137287851,2762,Long-Term Care Home,NH for-profit,Shelburne Long Term Care Home, , , ,200 Robert Street, , ,Shelburne,L9V3S1,20210527134732,20210526122337
-79.294060767,43.7826979120001,3272,137287852,2782,Long-Term Care Home,NH non-profit,Shepherd Lodge, , , ,3760 Sheppard Avenue East, , ,Toronto,M1T3K9,20210527133814,20210526122338
-79.372665281,43.6626775870001,3273,137287853,2754,Long-Term Care Home,NH non-profit,Sherbourne Place, , , ,345 Sherbourne Street, , ,Toronto,M5A2S3,20210527135033,20210526122338
-79.6483719559999,43.510440848,3274,137287854,M572,Long-Term Care Home,MHFA,Sheridan Villa, , , ,2460 Truscott Drive, , ,Mississauga,L5J3Z8,20210527133837,20210526122338
-79.5187724479999,43.88950162,3275,137287855,2894,Long-Term Care Home,NH for-profit,Sherwood Court Long Term Care Centre, , , ,300 Ravineview Drive, , ,Vaughan,L6A3P8,20210527134609,20210526122338
-75.662721559,44.603933215,3276,137287856,2640,Long-Term Care Home,NH non-profit,Sherwood Park Manor, , , ,1814 County Road 2 East, , ,Brockville,K6V5T1,20210527134249,20210526122338
-79.688581873,43.5623254550001,3277,137287857,2956,Long-Term Care Home,NH for-profit,Silverthorn Care Community, , , ,4350 Mississauga Road, , ,Mississauga,L5M7C8,20210527134407,20210526122338
-79.777528748,44.0813948410001,3278,137287858,M573,Long-Term Care Home,MHFA,Simcoe Manor Home for the Aged, , , ,5988 8th Line,"Postal Office Box 100, Main Street East", ,New Tecumseth,L0G1A0,20210527134415,20210526122338
-81.611895325,49.2746341690001,3279,137287859,2763,Long-Term Care Home,NH non-profit,Smooth Rock Falls Hospital, , , ,107 Kelly Road,Postal Office Box 219, ,Smooth Rock Falls,P0L2B0,20210527134619,20210526122339
-80.681812247,48.7645483470001,3280,137287860,3028,Long-Term Care Home,CHFA,South Centennial Manor, , , ,240 Fyfe Street, , ,Iroquois Falls,P0K1E0,20210527134536,20210526122339
-81.3683450939999,44.4889013330001,3281,137287861,2597,Long-Term Care Home,NH for-profit,Southampton Care Centre, , , ,140 Grey Street, , ,Southampton,N0H2L0,20210527133753,20210526122339
-89.25160776,48.3827472560001,3282,137287862,1159,Long-Term Care Home,NH for-profit,Southbridge Lakehead, , , ,135 South Vickers Street, , ,Thunder Bay,P7E1J2,20210527134407,20210526122339
-89.274442366,48.375112254,3283,137287863,2962,Long-Term Care Home,NH for-profit,Southbridge Pinewood, , , ,2625 Walsh Street East, , ,Thunder Bay,P7E2E5,20210527133756,20210526122339
