Year_Month,LTC_Home,LTC_Home_Number,City,PHU,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate
2021-08,Longfields Manor,2845,Nepean,OTTAWA,0.93,0.93
2021-08,Madonna Care Community,2974,Orleans,OTTAWA,0.97,0.96
2021-08,Manoir Marochel,2867,Ottawa,OTTAWA,0.93,0.87
2021-08,Montfort,2886,Ottawa,OTTAWA,0.82,0.73
2021-08,Peter D. Clark Centre,M609,Ottawa,OTTAWA,0.89,0.87
2021-08,Residence Saint-Louis,3013,Ottawa,OTTAWA,0.94,0.84
2021-08,Royal Ottawa Place,2933,Ottawa,OTTAWA,0.94,0.88
2021-08,Sarsfield Colonial Home,943,Sarsfield,OTTAWA,0.9,0.9
2021-08,St. Patrick's Home,3015,Ottawa,OTTAWA,0.94,0.92
2021-08,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,OTTAWA,0.94,0.91
2021-08,The Salvation Army Ottawa Grace Manor,2873,Ottawa,OTTAWA,0.96,0.96
2021-08,Township of Osgoode Care Centre,2747,Metcalfe,OTTAWA,0.99,0.99
2021-08,Villa Marconi,2818,Ottawa,OTTAWA,0.86,0.84
2021-08,Burton Manor,2953,Brampton,PEEL,0.95,0
2021-08,Camilla Care Community,2472,Mississauga,PEEL,0.97,0.97
2021-08,Cawthra Gardens,2912,Mississauga,PEEL,0.96,0.95
2021-08,Chartwell Wenleigh Long Term Care Residence,2833,Mississauga,PEEL,1,0.95
2021-08,Cooksville Care Centre,2124,Mississauga,PEEL,0.86,0.81
2021-08,Erin Mills Lodge Nursing Home,2736,Mississauga,PEEL,0.97,0.67
2021-08,Extendicare Brampton,2847,Brampton,PEEL,0.94,0.94
2021-08,Extendicare Mississauga,2884,Mississauga,PEEL,0.91,0.88
2021-08,Faith Manor Nursing Home,2745,Brampton,PEEL,0.93,0.75
2021-08,Grace Manor,2942,Brampton,PEEL,0.93,0.69
2021-08,Hawthorn Woods Care Community,2887,Brampton,PEEL,0.91,0.84
2021-08,King Nursing Home,901,Bolton,PEEL,0.94,0.88
2021-08,Malton Village Long Term Care Centre,M618,Mississauga,PEEL,0.86,0.81
2021-08,Maple Grove Care Community,2911,Brampton,PEEL,0.93,0.89
2021-08,Mississauga Long Term Care Facility,1078,Mississauga,PEEL,0.81,0.72
2021-08,Peel Manor,M562,Brampton,PEEL,0.91,0.86
2021-08,Sheridan Villa,M572,Mississauga,PEEL,0.84,0.83
2021-08,Silverthorn Care Community,2956,Mississauga,PEEL,0.93,0.88
2021-08,Streetsville Care Community,2648,Mississauga,PEEL,0.97,0.97
2021-08,Tall Pines Long Term Care Centre,M616,Brampton,PEEL,0.87,0.84
2021-08,The Village of Erin Meadows,2881,Mississauga,PEEL,1,0.88
2021-08,The Village of Sandalwood Park,2859,Brampton,PEEL,0.94,0.92
2021-08,Tullamore Care Community,963,Brampton,PEEL,0.89,0.85
2021-08,Tyndall Nursing Home,2656,Mississauga,PEEL,0.85,0.82
2021-08,Vera M. Davis Community Care Centre,2734,Bolton,PEEL,0.92,0.91
2021-08,Villa Forum,2855,Mississauga,PEEL,0.99,0.98
2021-08,Woodhall Park Care Community,2928,Brampton,PEEL,0.9,0.81
2021-08,Yee Hong Centre - Mississauga,2920,Mississauga,PEEL,0.97,0.96
2021-08,Centennial Place Long-Term Care Home,2903,Millbrook,PETERBOROUGH,0.92,0.84
2021-08,Extendicare Lakefield,2843,Lakefield,PETERBOROUGH,0.92,0.89
2021-08,Extendicare Peterborough,2572,Peterborough,PETERBOROUGH,0.98,0.98
2021-08,Fairhaven,M520,Peterborough,PETERBOROUGH,0.88,0.83
2021-08,Pleasant Meadow Manor,2761,Norwood,PETERBOROUGH,0.81,0.75
2021-08,Riverview Manor Nursing Home,2722,Peterborough,PETERBOROUGH,0.86,0.86
2021-08,Springdale Country Manor,2413,Peterborough,PETERBOROUGH,0.93,0.9
2021-08,St. Joseph's at Fleming,2935,Peterborough,PETERBOROUGH,0.92,0.87
2021-08,Extendicare Kapuskasing,2610,Kapuskasing,PORCUPINE,0.78,0.77
2021-08,Extendicare Timmins,3044,Timmins,PORCUPINE,0.97,0.93
2021-08,Foyer Des Pionniers,2940,Hearst,PORCUPINE,0.87,0.84
2021-08,Golden Manor,M530,Timmins,PORCUPINE,0.96,0.95
2021-08,Hornepayne Community Hospital,2771,Hornepayne,PORCUPINE,0.86,0.82
2021-08,North Centennial Manor,3027,Kapuskasing,PORCUPINE,0.78,0.76
2021-08,Rosedale Centre,2766,Matheson,PORCUPINE,0.8,0.8
2021-08,Smooth Rock Falls Hospital,2763,Smooth Rock Falls,PORCUPINE,0.88,0.87
2021-08,South Centennial Manor,3028,Iroquois Falls,PORCUPINE,0.76,0.74
2021-08,Villa Minto,2815,Cochrane,PORCUPINE,0.86,0.84
2021-08,Bonnechere Manor,M506,Renfrew,RENFREW,0.91,0.91
2021-08,Caressant Care Cobden,2827,Cobden,RENFREW,0.75,0.75
2021-08,Groves Park Lodge,2646,Renfrew,RENFREW,0.86,0.85
2021-08,Marianhill Nursing Home,2702,Pembroke,RENFREW,0.86,0.8
2021-08,Miramichi Lodge,M621,Pembroke,RENFREW,0.9,0.9
2021-08,North Renfrew Long-Term Care Services,3036,Deep River,RENFREW,0.97,0.97
2021-08,The Four Seasons Lodge,2896,Deep River,RENFREW,0.95,0.89
2021-08,"The Grove, Arnprior and District Nursing Home",2699,Arnprior,RENFREW,0.93,0.91
2021-08,Valley Manor Nursing Home,2675,Barry's Bay,RENFREW,0.76,0.74
2021-08,Bay Haven Nursing Home,2657,Collingwood,SIMCOE-MUSKOKA,0.95,0.95
2021-08,Bob Rumball Home for The Deaf,2967,Barrie,SIMCOE-MUSKOKA,0.96,0.95
2021-08,Bradford Valley Care Community,2905,Bradford,SIMCOE-MUSKOKA,0.94,0.91
2021-08,Coleman Care Centre,2696,Barrie,SIMCOE-MUSKOKA,0.96,0.91
2021-08,Collingwood Nursing Home,2781,Collingwood,SIMCOE-MUSKOKA,1,0.94
2021-08,Creedan Valley Care Community,2633,Creemore,SIMCOE-MUSKOKA,0.95,0.94
2021-08,Fairvern Nursing Home,2708,Huntsville,SIMCOE-MUSKOKA,0.86,0.84
2021-08,Georgian Manor Home for the Aged,M527,Penetanguishene,SIMCOE-MUSKOKA,0.88,0.83
2021-08,Good Samaritan Nursing Home,2588,Alliston,SIMCOE-MUSKOKA,0.87,0.68
2021-08,Grove Park Home For Senior Citizens,2950,Barrie,SIMCOE-MUSKOKA,0.9,0.87
2021-08,Hillcrest Village Care Centre,2828,Midland,SIMCOE-MUSKOKA,0.93,0.92
2021-08,IOOF Seniors Home,2993,Barrie,SIMCOE-MUSKOKA,0.93,0.87
2021-08,Leacock Care Centre,2835,Orillia,SIMCOE-MUSKOKA,0.91,0.9
2021-08,Mill Creek Care Centre,2981,Barrie,SIMCOE-MUSKOKA,0.91,0.87
2021-08,Muskoka Landing,2840,Huntsville,SIMCOE-MUSKOKA,0.92,0.88
2021-08,Muskoka Shores Care Community,2819,Gravenhurst,SIMCOE-MUSKOKA,0.94,0.92
2021-08,Oak Terrace,2593,Orillia,SIMCOE-MUSKOKA,0.85,0.84
2021-08,Owen Hill Care Community,2584,Barrie,SIMCOE-MUSKOKA,0.95,0.88
2021-08,Roberta Place,2839,Barrie,SIMCOE-MUSKOKA,0.96,0.93
2021-08,Sara Vista,2710,Elmvale,SIMCOE-MUSKOKA,1,0.96
2021-08,Simcoe Manor Home for the Aged,M573,Beeton,SIMCOE-MUSKOKA,0.85,0.85
2021-08,Spencer House,2971,Orillia,SIMCOE-MUSKOKA,0.96,0.92
2021-08,Stayner Care Centre,2735,Stayner,SIMCOE-MUSKOKA,0.95,0.92
2021-08,Sunset Manor Home for Senior Citizens,M581,Collingwood,SIMCOE-MUSKOKA,0.89,0.8
2021-08,The Pines,M564,Bracebridge,SIMCOE-MUSKOKA,0.98,0.93
2021-08,The Villa Care Centre,1101,Midland,SIMCOE-MUSKOKA,1,0.93
2021-08,Trillium Manor Home for the Aged,M585,Orillia,SIMCOE-MUSKOKA,0.92,0.89
2021-08,Victoria Village Manor,2914,Barrie,SIMCOE-MUSKOKA,0.93,0.9
2021-08,Woods Park Care Centre,2821,Barrie,SIMCOE-MUSKOKA,0.93,0.88
2021-08,Bobier Villa,M603,Dutton,SOUTH WEST,0.94,0.88
2021-08,Caressant Care Courtland,2826,Courtland,SOUTH WEST,0.83,0.83
2021-08,Caressant Care on Bonnie Place,2730,St Thomas,SOUTH WEST,0.92,0.87
2021-08,Caressant Care on Mary Bucke,2627,St. Thomas,SOUTH WEST,0.64,0.55
2021-08,Caressant Care Woodstock Nursing Home,2636,Woodstock,SOUTH WEST,0.87,0.83
2021-08,Chartwell Aylmer Long Term Care Residence,2740,Aylmer,SOUTH WEST,0.95,0.94
2021-08,Elgin Manor,M518,St. Thomas,SOUTH WEST,0.9,0.87
2021-08,Extendicare Port Stanley,2669,Port Stanley,SOUTH WEST,0.97,0.92
2021-08,Maple Manor Nursing Home,1049,Tillsonburg,SOUTH WEST,0.8,0.77
2021-08,peopleCare Tavistock,2614,Tavistock,SOUTH WEST,0.85,0.84
2021-08,Secord Trails Care Community,2628,Ingersoll,SOUTH WEST,0.89,0.83
2021-08,Terrace Lodge,M583,Aylmer,SOUTH WEST,0.77,0.76
2021-08,The Maples Home for Seniors,2093,Tavistock,SOUTH WEST,0.92,0.88
2021-08,Valleyview Home,M628,St. Thomas,SOUTH WEST,0.87,0.84
2021-08,Woodingford Lodge - Ingersoll,M614,Ingersoll,SOUTH WEST,0.83,0.79
2021-08,Woodingford Lodge - Tillsonburg,M615,Tillsonburg,SOUTH WEST,0.89,0.87
2021-08,Woodingford Lodge - Woodstock,M632,Woodstock,SOUTH WEST,0.75,0.74
2021-08,Elizabeth Centre,2868,Val Caron,SUDBURY,0.9,0.84
2021-08,Espanola General Hospital (operating as Espanola Nursing Home-Eldcap),2755,Espanola,SUDBURY,0.9,0.88
2021-08,Espanola General Hospital (operating as Espanola Nursing Home-LTC),2932,Espanola,SUDBURY,0.9,0.88
2021-08,Extendicare Falconbridge,2590,Sudbury,SUDBURY,0.81,0.8
2021-08,Extendicare York,2604,Sudbury,SUDBURY,0.81,0.73
2021-08,Finlandia Hoivakoti Nursing Home,2829,Sudbury,SUDBURY,0.93,0.9
2021-08,Manitoulin Centennial Manor Home for the Aged,M553,Little Current,SUDBURY,0.95,0.93
2021-08,Manitoulin Lodge,2667,Gore Bay,SUDBURY,0.84,0.81
2021-08,Pioneer Manor,M566,Sudbury,SUDBURY,0.82,0.76
2021-08,St. Gabriel's Villa of Sudbury,3039,Chelmsford,SUDBURY,0.91,0.73
2021-08,"St. Joseph's Villa, Sudbury",2913,Sudbury,SUDBURY,0.82,0.79
2021-08,The Bignucolo Residence,2864,Chapleau,SUDBURY,0.88,0.85
2021-08,Wikwemikong Nursing Home,1856,Wikwemikong,SUDBURY,0.96,0.93
2021-08,Bethammi Nursing Home,2687,Thunder Bay,THUNDER BAY,0.81,0.79
2021-08,Geraldton District Hospital,2764,Geraldton,THUNDER BAY,0.84,0.77
2021-08,Hogarth Riverview Manor,2923,Thunder Bay,THUNDER BAY,0.77,0.74
2021-08,Nipigon District Memorial Hospital,2793,Nipigon,THUNDER BAY,0.97,0.91
2021-08,Pioneer Ridge,M599,Thunder Bay,THUNDER BAY,0.87,0.86
2021-08,Santé Manitouwadge Health,2810,Manitouwadge,THUNDER BAY,0.9,0.9
2021-08,Southbridge Lakehead,1159,Thunder Bay,THUNDER BAY,0.93,0.92
2021-08,Southbridge Pinewood,2962,Thunder Bay,THUNDER BAY,0.89,0.87
2021-08,Southbridge Roseview,2866,Thunder Bay,THUNDER BAY,0.78,0.75
2021-08,Wilkes Terrace,3040,Terrace Bay,THUNDER BAY,0.91,0.91
2021-08,Extendicare Kirkland Lake,2670,Kirkland Lake,TIMISKAMING,0.9,0.81
2021-08,Extendicare Tri-Town,2615,Haileybury,TIMISKAMING,0.87,0.85
2021-08,Northview Nursing Home,2585,Englehart,TIMISKAMING,0.77,0.71
2021-08,Teck Pioneer Residence,M619,Kirkland Lake,TIMISKAMING,0.84,0.8
2021-08,Temiskaming Lodge,2698,Haileybury,TIMISKAMING,0.84,0.77
2021-08,Altamont Care Community,956,Scarborough,TORONTO,0.87,0.83
2021-08,Apotex The Jewish Home for the Aged,2824,Toronto,TORONTO,0.85,0.83
2021-08,Belmont House,2985,Toronto,TORONTO,0.95,0.94
2021-08,Bendale Acres,M504,Scarborough,TORONTO,0.92,0.91
2021-08,Carefree Lodge,M596,North York,TORONTO,0.88,0.87
2021-08,Castleview Wychwood Towers,M510,Toronto,TORONTO,0.94,0.93
2021-08,Cedarvale Terrace,2591,Toronto,TORONTO,0.96,0.94
2021-08,Chartwell Gibson Long Term Care Residence,2556,North York,TORONTO,0.92,0.9
2021-08,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,TORONTO,0.9,0.82
2021-08,Chartwell Westbury Long Term Care Residence,2943,Etobicoke,TORONTO,0.94,0.92
2021-08,Chartwell White Eagle Long Term Care Residence,2583,Toronto,TORONTO,0.82,0.82
2021-08,Cheltenham Care Community,922,North York,TORONTO,0.95,0.91
2021-08,Chester Village,2970,Toronto,TORONTO,0.92,0.92
2021-08,Copernicus Lodge,2937,Toronto,TORONTO,0.65,0.63
2021-08,Craiglee Nursing Home,2503,Scarborough,TORONTO,0.95,0.92
2021-08,Cummer Lodge,M512,North York,TORONTO,0.89,0.87
2021-08,Deerwood Creek Care Community,2837,Etobicoke,TORONTO,0.83,0.79
2021-08,Dom Lipa,2794,Etobicoke,TORONTO,0.96,0.94
2021-08,Downsview Long Term Care Centre,1041,North York,TORONTO,0.87,0.84
2021-08,Eatonville Care Centre,2468,Etobicoke,TORONTO,0.91,0.89
2021-08,Ehatare Nursing Home,2804,Scarborough,TORONTO,0.91,0.91
2021-08,Elm Grove Living Centre,2515,Toronto,TORONTO,0.99,0.99
2021-08,Extendicare Bayview,2460,North York,TORONTO,0.98,0.97
2021-08,Extendicare Guildwood,2164,Scarborough,TORONTO,0.93,0.87
2021-08,Extendicare Rouge Valley,2883,Toronto,TORONTO,0.94,0.93
2021-08,Extendicare Scarborough,2117,Scarborough,TORONTO,0.85,0.83
2021-08,Fairview Nursing Home,2723,Toronto,TORONTO,0.94,0.93
2021-08,Fieldstone Commons Care Community,2906,Scarborough,TORONTO,0.96,0.94
2021-08,Fosterbrooke,2625,Newcastle,TORONTO,0.96,0.94
2021-08,Fountain View Care Community,2836,Toronto,TORONTO,0.95,0.93
2021-08,Fudger House,M524,Toronto,TORONTO,0.96,0.95
2021-08,Garden Court Nursing Home,1133,Toronto,TORONTO,0.97,0.97
2021-08,Harmony Hills Care Community,2832,Toronto,TORONTO,0.93,0.91
2021-08,Harold and Grace Baker Centre,2732,Toronto,TORONTO,0.98,0.96
2021-08,Hawthorne Place Care Centre,2586,North York,TORONTO,0.91,0.86
2021-08,Hellenic Care for Seniors (Toronto),2798,Toronto,TORONTO,0.93,0.9
2021-08,Hellenic Home - Scarborough,2941,Scarborough,TORONTO,0.95,0.94
2021-08,Humber Valley Terrace,2716,Etobicoke,TORONTO,0.93,0.91
2021-08,Ina Grafton Gage Home,3034,Scarborough,TORONTO,0.92,0.88
2021-08,Isabel and Arthur Meighen Manor,3031,Toronto,TORONTO,0.94,0.92
2021-08,Ivan Franko Home (Etobicoke),C530,Toronto,TORONTO,0.75,0.71
2021-08,Kennedy Lodge,2654,Scarborough,TORONTO,0.95,0.95
2021-08,Kipling Acres,M545,Etobicoke,TORONTO,0.88,0.86
2021-08,Labdara Lithuanian Nursing Home,2860,Etobicoke,TORONTO,0.56,0.51
2021-08,Lakeshore Lodge,M595,Toronto,TORONTO,0.87,0.87
2021-08,Lakeside Long Term Care Centre,2929,Toronto,TORONTO,0.95,0.95
2021-08,Main Street Terrace,2589,Toronto,TORONTO,0.94,0.9
2021-08,Maynard Nursing Home,2211,Toronto,TORONTO,0.95,0.93
2021-08,McCall Centre Long Term Care Interim Unit,7086,Etobicoke,TORONTO,0.94,0.85
2021-08,Midland Gardens Care Community,2789,Scarborough,TORONTO,0.97,0.95
2021-08,Mon Sheong Home for the Aged,3002,Toronto,TORONTO,0.98,0.97
2021-08,Mon Sheong Scarborough Long Term Care Centre,2944,Scarborough,TORONTO,0.98,0.96
2021-08,Nisbet Lodge,3003,Toronto,TORONTO,0.96,0.93
2021-08,Norfinch Care Community,2918,North York,TORONTO,0.95,0.92
2021-08,North Park Nursing Home,909,North York,TORONTO,0.98,0.96
2021-08,Norwood Nursing Home,2201,Toronto,TORONTO,0.88,0.88
2021-08,Providence Healthcare,3006,Toronto,TORONTO,0.94,0.93
2021-08,Rockcliffe Care Community,2131,Scarborough,TORONTO,0.96,0.95
2021-08,Rose of Sharon Korean Long Term Care,3038,Toronto,TORONTO,0.95,0.95
2021-08,Seniors' Health Centre,2744,North York,TORONTO,0.86,0.84
2021-08,Seven Oaks,M571,Scarborough,TORONTO,0.86,0.82
2021-08,Shepherd Lodge,2782,Toronto,TORONTO,0.91,0.87
2021-08,Sherbourne Place,2754,Toronto,TORONTO,0.97,0.96
2021-08,St. Clair O'Connor Community Nursing Home,2719,Toronto,TORONTO,0.96,0.96
2021-08,St. George Care Community,2594,Toronto,TORONTO,0.92,0.86
2021-08,Suomi-Koti Toronto Nursing Home,2792,Toronto,TORONTO,1,0.99
2021-08,Tendercare Living Centre,2649,Scarborough,TORONTO,0.95,0.92
2021-08,The Heritage Nursing Home,2582,Toronto,TORONTO,0.98,0.98
2021-08,The Kensington Gardens,2852,Toronto,TORONTO,0.97,0.96
2021-08,The O'Neill Centre,2631,Toronto,TORONTO,0.96,0.93
2021-08,The Village of Humber Heights,2957,Etobicoke,TORONTO,0.96,0.9
2021-08,The Wexford,3021,Scarborough,TORONTO,0.97,0.97
2021-08,Thompson House,3017,North York,TORONTO,0.93,0.92
2021-08,Tony Stacey Centre for Veterans' Care,3001,Toronto,TORONTO,0.9,0.84
2021-08,True Davidson Acres,M586,Toronto,TORONTO,0.85,0.83
2021-08,Ukrainian Canadian Care Centre,2809,Etobicoke,TORONTO,0.69,0.67
2021-08,Valleyview Residence,2954,North York,TORONTO,0.9,0.89
2021-08,Vermont Square,2575,Toronto,TORONTO,0.94,0.91
2021-08,Villa Colombo Homes for the Aged,3020,Toronto,TORONTO,0.97,0.96
2021-08,Wellesley Central Place,2959,Toronto,TORONTO,0.99,0.99
2021-08,Wesburn Manor,M612,Etobicoke,TORONTO,0.86,0.85
2021-08,West Park Long Term Care Centre,2848,Toronto,TORONTO,0.75,0.74
2021-08,Weston Terrace Care Community,2874,Toronto,TORONTO,0.91,0.86
2021-08,Westside,2663,Etobicoke,TORONTO,0.92,0.9
2021-08,Yee Hong Centre - Scarborough Finch,2934,Scarborough,TORONTO,0.97,0.95
2021-08,Yee Hong Centre - Scarborough McNicoll,2801,Scarborough,TORONTO,0.98,0.96
2021-08,Barnswallow Place Care Community,2830,Elmira,WATERLOO,0.88,0.83
2021-08,Cambridge Country Manor,2651,Cambridge,WATERLOO,0.94,0.92
2021-08,Chartwell Elmira Long Term Care Residence,2471,Elmira,WATERLOO,0.91,0.91
2021-08,Chartwell Westmount Long Term Care Residence,2880,Kitchener,WATERLOO,0.9,0.86
2021-08,Columbia Forest,2856,Waterloo,WATERLOO,0.89,0.87
2021-08,Derbecker's Heritage House,2134,St. Jacobs,WATERLOO,0.91,0.89
2021-08,Fairview Mennonite Home,2992,Cambridge,WATERLOO,0.92,0.88
2021-08,Forest Heights,2707,Kitchener,WATERLOO,0.86,0.85
2021-08,Golden Years Nursing Home,1033,Cambridge,WATERLOO,0.92,0.91
2021-08,Lanark Heights Long Term Care Centre,2917,Kitchener,WATERLOO,0.96,0.95
2021-08,Nithview Home,3004,New Hamburg,WATERLOO,0.71,0.71
2021-08,Parkwood Mennonite Home,2952,Waterloo,WATERLOO,0.94,0.91
2021-08,peopleCare A.R. Goudie Kitchener,2990,Kitchener,WATERLOO,0.94,0.94
2021-08,peopleCare Hilltop Manor Cambridge,2606,Cambridge,WATERLOO,0.94,0.93
2021-08,Pinehaven Nursing Home,2805,Waterloo,WATERLOO,0.93,0.92
2021-08,Riverbend Place,2753,Cambridge,WATERLOO,0.97,0.97
2021-08,Saint Luke's Place,3014,Cambridge,WATERLOO,0.96,0.94
2021-08,St. Andrew's Terrace Long Term Care Community,2926,Cambridge,WATERLOO,0.84,0.77
2021-08,Stirling Heights,2863,Cambridge,WATERLOO,0.98,0.95
2021-08,Sunnyside Home,M578,Kitchener,WATERLOO,0.87,0.86
2021-08,The Village at University Gates,3048,Waterloo,WATERLOO,0.93,0.78
2021-08,The Village of Winston Park,2783,Kitchener,WATERLOO,0.92,0.92
2021-08,Trinity Village Care Centre,2580,Kitchener,WATERLOO,0.93,0.91
2021-08,Twin Oaks of Maryhill,2752,Maryhill,WATERLOO,0.98,0.93
2021-08,Avalon Retirement Centre,2715,Orangeville,WELLINGTON-DUFFERIN-GUELPH,0.89,0.85
2021-08,Caressant Care Arthur Nursing Home,2748,Arthur,WELLINGTON-DUFFERIN-GUELPH,0.95,0.92
2021-08,Caressant Care Fergus Nursing Home,2603,Fergus,WELLINGTON-DUFFERIN-GUELPH,0.86,0.79
2021-08,Caressant Care Harriston,2595,Harriston,WELLINGTON-DUFFERIN-GUELPH,0.83,0.79
2021-08,Dufferin Oaks,M516,Shelburne,WELLINGTON-DUFFERIN-GUELPH,0.84,0.81
2021-08,Eden House Nursing Home,2777,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.89,0.87
2021-08,LaPointe-Fisher Nursing Home,2358,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.92,0.88
2021-08,Morriston Park Nursing Home,2727,Puslinch,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-08,Royal Terrace,2767,Palmerston,WELLINGTON-DUFFERIN-GUELPH,0.89,0.83
2021-08,Shelburne Long Term Care Home,2762,Shelburne,WELLINGTON-DUFFERIN-GUELPH,0.91,0.89
2021-08,"St. Joseph's Health Centre, Guelph",3011,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.96,0.51
2021-08,Strathcona Long Term Care,3051,Mount Forest,WELLINGTON-DUFFERIN-GUELPH,0.82,0.77
2021-08,The Elliott Long Term Care Residence,M633,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.99,0.98
2021-08,The Village of Riverside Glen,2915,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.95,0.86
2021-08,Wellington Terrace Long-Term Care Home,M629,Fergus,WELLINGTON-DUFFERIN-GUELPH,0.94,0.92
2021-08,Banwell Gardens Care Centre,2263,Tecumseh,WINDSOR-ESSEX,0.81,0.74
2021-08,Berkshire Care Centre,2541,Windsor,WINDSOR-ESSEX,0.87,0.82
2021-08,Brouillette Manor,2301,Tecumseh,WINDSOR-ESSEX,0.98,0.95
2021-08,Chartwell Royal Oak Long Term Care Residence,2939,Kingsville,WINDSOR-ESSEX,0.85,0.8
2021-08,Chateau Park Long Term Care Home,2712,Windsor,WINDSOR-ESSEX,0.94,0.89
2021-08,Country Village Homes - Woodslee,2576,Woodslee,WINDSOR-ESSEX,0.77,0.75
2021-08,Extendicare Southwood Lakes,2842,Windsor,WINDSOR-ESSEX,0.88,0.85
2021-08,Extendicare Tecumseh,2904,Tecumseh,WINDSOR-ESSEX,0.82,0.79
2021-08,Franklin Gardens Long Term Care Home,2602,Leamington,WINDSOR-ESSEX,0.84,0.78
2021-08,Heron Terrace Long Term Care Community,2898,Windsor,WINDSOR-ESSEX,0.94,0.89
2021-08,Huron Lodge Long Term Care Home,M631,Windsor,WINDSOR-ESSEX,0.74,0.71
2021-08,Iler Lodge,2129,Essex,WINDSOR-ESSEX,0.85,0.84
2021-08,Leamington Mennonite Home Long Term Care Residence,3035,Leamington,WINDSOR-ESSEX,0.89,0.88
2021-08,Regency Park Long Term Care Home,2760,Windsor,WINDSOR-ESSEX,0.82,0.77
2021-08,Richmond Terrace,1149,Amherstburg,WINDSOR-ESSEX,0.84,0.84
2021-08,Riverside Place,2972,Windsor,WINDSOR-ESSEX,0.86,0.84
2021-08,Sun Parlor Home for Senior Citizens,M579,Leamington,WINDSOR-ESSEX,0.88,0.86
2021-08,The Village at St. Clair,3046,Windsor,WINDSOR-ESSEX,0.86,0.79
2021-08,The Village of Aspen Lake,3037,Windsor,WINDSOR-ESSEX,0.86,0.82
2021-08,Bethany Lodge,2986,Markham,YORK REGION,0.94,0.91
2021-08,Bloomington Cove Care Community,2697,Stouffville,YORK REGION,0.99,0.98
2021-08,Cedarvale Lodge Retirement and Care Community,2769,Keswick,YORK REGION,0.91,0.82
2021-08,Chartwell Aurora Long Term Care Residence,2630,Aurora,YORK REGION,0.89,0.87
2021-08,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,YORK REGION,0.95,0.93
2021-08,Chartwell Woodhaven Long Term Care Residence,2888,Markham,YORK REGION,0.96,0.95
2021-08,Eagle Terrace,2240,Newmarket,YORK REGION,0.93,0.89
2021-08,Elginwood,2869,Richmond Hill,YORK REGION,0.99,0.99
2021-08,King City Lodge Nursing Home,2113,King City,YORK REGION,0.96,0.89
2021-08,Kristus Darzs Latvian Home,2997,Woodbridge,YORK REGION,0.95,0.91
2021-08,Langstaff Square Care Community,2907,Richmond Hill,YORK REGION,0.92,0.86
2021-08,Mackenzie Health Long Term Care Facility,2825,Richmond Hill,YORK REGION,0.82,0.82
2021-08,MacKenzie Place,2611,Newmarket,YORK REGION,1,0.98
2021-08,Mariann Home,2619,Richmond Hill,YORK REGION,0.98,0.98
2021-08,Markhaven,2924,Markham,YORK REGION,0.95,0.94
2021-08,Mon Sheong Richmond Hill Long Term Care Centre,2897,Richmond Hill,YORK REGION,0.97,0.96
2021-08,Parkview Home Long-Term Care,2968,Stouffville,YORK REGION,0.95,0.93
2021-08,River Glen Haven Nursing Home,1021,Sutton West,YORK REGION,0.84,0.8
2021-08,Sherwood Court Long Term Care Centre,2894,Maple,YORK REGION,0.98,0.95
2021-08,Southlake Residential Care Village,2955,Newmarket,YORK REGION,0.92,0.87
2021-08,The Willows Estate Nursing Home,2174,Aurora,YORK REGION,0.96,0.95
2021-08,Union Villa,3018,Unionville,YORK REGION,0.96,0.95
2021-08,Villa Colombo Seniors Centre (Vaughan),2969,Vaughan,YORK REGION,0.97,0.92
2021-08,Villa Leonardo Gambin,2947,Woodbridge,YORK REGION,0.88,0.86
2021-08,Woodbridge Vista Care Community,2945,Woodbridge,YORK REGION,0.65,0.52
2021-08,Yee Hong Centre - Markham,2876,Markham,YORK REGION,0.95,0.91
2021-08,York Region Maple Health Centre,M605,Maple,YORK REGION,0.88,0.87
2021-08,York Region Newmarket Health Centre,M534,Newmarket,YORK REGION,0.9,0.88
2021-09,Algoma Manor Nursing Home,3041,Thessalon,ALGOMA,0.94,0.93
2021-09,Cedarwood Lodge,7093,Sault Ste. Marie,ALGOMA,0.97,0.96
2021-09,Extendicare Maple View of Sault Ste. Marie,3043,Sault Ste. Marie,ALGOMA,0.95,0.88
2021-09,Extendicare Van Daele,2609,Sault Ste. Marie,ALGOMA,0.97,0.93
2021-09,F. J. Davey Home,2936,Sault Ste. Marie,ALGOMA,0.86,0.86
2021-09,Lady Dunn Health Centre (Wawa),2875,Wawa,ALGOMA,0.94,0.94
2021-09,Mauno Kaihla Koti,2780,Sault Ste. Marie,ALGOMA,1,0.96
2021-09,North Shore Health Network - Eldcap Unit,2795,Blind River,ALGOMA,1,1
2021-09,North Shore Health Network - LTC Unit,2865,Blind River,ALGOMA,0.98,0.95
2021-09,St. Joseph's Manor,2877,Elliot Lake,ALGOMA,0.99,0.97
