_id,LHIN,Home Name,Licensing Home Number,Address1,Address2,City,Postal,Phone,Fax,Email,Website,CCAC (no longer exist),Home Administrator Admin First Name,Admin Last Name,Licensee,Management Firm,Home Type (Sector),Licensed Beds,Approved Short Stay Beds (Beds are not operated as short stay under Covid Guidelines),Resident's Council,Family Council,Accreditation,Home Designated Under French Language Services Act,home_profile_link_EN,home_inspection_link_EN,home_inspection_link_FR,home_profile_link_FR,vaccine_data_home_name,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate,vaccine_data_date,wait_times_EN,wait_times_FR,placement_coordinator_EN,placement_coordinator_FR,hccss_phone_EN,hccss_tty_EN,hccss_phone_FR,hccss_tty_FR,hvac_designated_cooling_areas,hvac_resident_rooms,year_of_construction,hvac_rooms,hvac_date,latest_inspection_type,latest_inspection_link_EN,latest_inspection_datestamp,latest_inspection_date,latest_inspection_link_FR,x,y
2855,Mississauga Halton,Villa Forum,2855,175 Forum Drive,null,Mississauga,L4Z4E5,905-501-1443 X502,905-501-0094,imarasovic@chartwell.com,http://www.micba.com,null,Iwona,Marasovic,Villa Forum,Chartwell Master Care LP,Non-Profit,160,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2855&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2855&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2855&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2855&tab=0,Villa Forum,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,No,1999,160,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28047&FacilityID=20545,2021-11-30,2021-07-21,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28047&FacilityID=20545,-79.651529766,43.611808065
2860,Mississauga Halton,Labdara Lithuanian Nursing Home,2860,5 Resurrection Road,null,Etobicoke,M9A5G1,416-232-2112 ,416-232-0511,administrator@labdara.ca,http://www.labdara.ca,null,Laura,Puteris,Labdara Foundation,Assured Care Consulting Inc.,Non-Profit,90,null,YES,YES,NO,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2860&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2860&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2860&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2860&tab=0,Labdara Lithuanian Nursing Home,1,0.93,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,Yes,2002,72,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27770&FacilityID=20274,2021-11-30,2021-04-20,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27770&FacilityID=20274,-79.5307966299999,43.6441096770001
2862,Mississauga Halton,Northridge,2862,496 Postridge Drive,null,Oakville,L6H7A2,905-257-9882 ,905-257-9883,northridge@reveraliving.com,http://www.reveraliving.com/long-term-care/locations/northridge,null,Milena,Sujer,"AXR Operating (National) LP, by its general partners",null,For-Profit,133,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2862&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2862&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2862&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2862&tab=0,Northridge,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,No,2000,120,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27743&FacilityID=20366,2021-11-30,2021-05-27,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27743&FacilityID=20366,-79.714268175,43.4896033410001
2870,Mississauga Halton,West Oak Village,2870,2370 Third Line,null,Oakville,L6M4E2,905-469-3294 ,905-469-3295,westoak@reveraliving.com,http://www.reveraliving.com/long-term-care/locations/west-oak-village,null,Mide,Seyi-Ajayi,"AXR Operating (National) LP, by its general partners",null,For-Profit,133,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2870&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2870&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2870&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2870&tab=0,West Oak Village,1,0.99,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,No,2002,121,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27698&FacilityID=20568,2021-11-30,2021-05-19,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27698&FacilityID=20568,-79.756332285,43.4470834310001
2881,Mississauga Halton,The Village of Erin Meadows,2881,2930 Erin Centre Boulevard,null,Mississauga,L5M7M4,905-569-7155 X803,905-569-8617,Denis.Zafirovski@SchlegelVillages.com,http://www.oakwoodretirement.com/,null,Denis,Zafirovski,Schlegel Villages Inc.,null,For-Profit,180,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2881&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2881&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2881&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2881&tab=0,The Village of Erin Meadows,1,0.98,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,Yes,2002,144,2021-12-06,Critical Incident Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28385&FacilityID=20551,2021-11-30,2021-08-30,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28385&FacilityID=20551,-79.721718483,43.5532143520001
2884,Mississauga Halton,Extendicare Mississauga,2884,855 John Watt Boulevard,null,Mississauga,L5W1G2,905-696-0719 ,905-696-8875,cnh_mississauga@extendicare.com,http://www.extendicare.com/facilities/mississauga/main.htm,null,Dolly,Kunji,Extendicare (Canada) Inc.,null,For-Profit,140,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2884&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2884&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2884&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2884&tab=0,Extendicare Mississauga,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,No,2002,140,2021-12-06,Follow-Up Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27571&FacilityID=20158,2021-11-30,2021-04-15,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27571&FacilityID=20158,-79.727897392,43.632480065
2892,Mississauga Halton,Extendicare Halton Hills,2892,9 Lindsay Court,null,Georgetown,L7G6G9,905-702-8760 ,905-702-7430,ebosma@extendicare.com,http://www.extendicarehaltonhills.com/,null,Sherry,Braic,Extendicare (Canada) Inc.,null,For-Profit,130,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2892&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2892&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2892&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2892&tab=0,Extendicare Halton Hills,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,No,2003,130,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28459&FacilityID=20147,2021-11-30,2021-10-07,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28459&FacilityID=20147,-79.9481279629999,43.649226158
2908,Mississauga Halton,Chartwell Waterford Long Term Care Residence,2908,2140 Baronwood Drive,null,Oakville,L6M4V6,905-827-2405 ,905-827-9038,mmackenzie@chartwell.com,http://www.chartwellreit.ca,null,Michele,MacKenzie,Regency LTC Operating Limited Partnership on behalf of Regency Operator GP Inc. as General Partner,null,For-Profit,168,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2908&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2908&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2908&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2908&tab=0,Chartwell Waterford Long Term Care Residence,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,No,2002,168,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=26230&FacilityID=20558,2021-11-30,2020-10-13,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=26230&FacilityID=20558,-79.763034385,43.4271562280001
2910,Mississauga Halton,Wyndham Manor Long Term Care Centre,2910,291 Reynolds Street,null,Oakville,L6J3L5,905-849-7766 ,905-849-4825,rccanlas@extendicare.com,0,null,Rachelle,Cuaresma-Canlas,Halton Healthcare LTC Inc.,Extendicare (Canada) Inc.,Non-Profit,128,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2910&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2910&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2910&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2910&tab=0,Wyndham Manor Long Term Care Centre,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,Yes,2004,128,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=26999&FacilityID=20587,2021-11-30,2021-02-16,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=26999&FacilityID=20587,-79.672690658,43.4524502360001
2912,Mississauga Halton,Cawthra Gardens,2912,590 Lolita Gardens,null,Mississauga,L5A4N8,905-306-9984 ,905-306-1164,dmarriott@chartwell.com,http://www.delcare.com,null,Mariam,Mehreban,Delcare LTC Inc.,Chartwell Master Care LP,For-Profit,192,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2912&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2912&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2912&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2912&tab=0,Cawthra Gardens,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,No,2005,192,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27198&FacilityID=20075,2021-11-30,2021-03-03,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27198&FacilityID=20075,-79.6036244489999,43.5930230640001
2920,Mississauga Halton,Yee Hong Centre - Mississauga,2920,5510 Mavis Road,null,Mississauga,L5V2X5,905-568-0333 ,905-568-0026,chau.nhieu-vi@yeehong.com,http://www.yeehong.com,null,Chau,Nhieu-Vi,Yee Hong Centre for Geriatric Care,null,Non-Profit,200,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2920&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2920&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2920&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2920&tab=0,Yee Hong Centre - Mississauga,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,Yes,2003,144,2021-12-06,Complaints Inspection  with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28798&FacilityID=20590,2021-11-30,2021-11-03,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28798&FacilityID=20590,-79.686959776,43.604489162
2943,Mississauga Halton,Chartwell Westbury Long Term Care Residence,2943,495 The West Mall,null,Etobicoke,M9C5S3,416-622-7094 ,416-622-5124,mrecto@chartwell.com,http://www.chartwell.com,null,Sara,Rickards,Regency LTC Operating Limited Partnership on behalf of Regency Operator GP Inc. as General Partner,null,For-Profit,187,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2943&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2943&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2943&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2943&tab=0,Chartwell Westbury Long Term Care Residence,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,Yes,2003,150,2021-12-06,Other Inspection with Order(s) of the Inspector,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27818&FacilityID=20629,2021-11-30,2021-06-02,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27818&FacilityID=20629,-79.5676787419999,43.648323276
2956,Mississauga Halton,Silverthorn Care Community,2956,4350 Mississauga Road,null,Mississauga,L5M7C8,905-812-1175 ,905-812-1173,chris.read@siennaliving.ca,http://www.siennaliving.ca,null,Chris,Read,The Royale Development GP Corporation as general partner of The Royale Development LP,null,For-Profit,160,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2956&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2956&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2956&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=2956&tab=0,Silverthorn Care Community,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,No,2004,136,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28799&FacilityID=21252,2021-11-30,2021-11-19,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28799&FacilityID=21252,-79.688581873,43.5623254550001
7086,Mississauga Halton,McCall Centre Long Term Care Interim Unit,7086,140 Sherway Drive,null,Etobicoke,M9C1A4,416-259-2573 ,416-521-4088,LRomaniello@extendicare.com,http://mccallcentre.ca/,null,Lisa,Romaniello,Trillium Health Partners,null,Non-Profit,21,null,YES,NO,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=7086&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=7086&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=7086&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=7086&tab=0,McCall Centre Long Term Care Interim Unit,0.98,0.98,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,Yes,2012,14,2021-12-06,Follow-Up Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27350&FacilityID=21312,2021-11-30,2021-03-19,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27350&FacilityID=21312,-79.562010137,43.6100404690001
M536,Mississauga Halton,Allendale,M536,185 Ontario Street South,null,Milton,L9T2M4,905-825-6000 X8161,905-878-8797,Sean.Weylie@halton.ca,http://www.halton.ca/allendale,null,Sean,Weylie,The Regional Municipality of Halton,null,Non-Profit,200,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M536&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M536&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=M536&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=M536&tab=0,Allendale,1,0.97,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,Yes,1993,184,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27879&FacilityID=20007,2021-11-30,2021-06-04,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27879&FacilityID=20007,-79.872124727,43.5157413380001
M572,Mississauga Halton,Sheridan Villa,M572,2460 Truscott Drive,null,Mississauga,L5J3Z8,905-791-8668 ,905-823-7971,sheridanvilla@peelregion.ca,http://www.peelregion.ca/ltc/sheridan,null,Marianne,Klein,The Regional Municipality of Peel,null,Non-Profit,142,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M572&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M572&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=M572&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=M572&tab=0,Sheridan Villa,1,0.95,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,Yes,1971,142,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28801&FacilityID=20446,2021-11-30,2021-11-16,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28801&FacilityID=20446,-79.6483719559999,43.510440848
M612,Mississauga Halton,Wesburn Manor,M612,400 The West Mall,null,Etobicoke,M9C5S1,416-394-3600 ,416-394-3606,ltc-wm@toronto.ca,http://www.toronto.ca/ltc,null,Ramona,Nesmerak,City of Toronto,null,Non-Profit,192,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M612&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M612&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=M612&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=M612&tab=0,Wesburn Manor,1,1,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,Yes,2003,150,2021-12-06,Complaints Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=28388&FacilityID=20565,2021-11-30,2021-07-27,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=28388&FacilityID=20565,-79.567459242,43.643889275
M620,Mississauga Halton,Post Inn Village,M620,203 Georgian Drive,null,Oakville,L6H7H9,905-825-6000 ,905-257-0042,angela.archer@halton.ca,http://halton.ca/cms/one.aspx?portalId=8310&pageId=10665,null,Angela,Archer,The Regional Municipality of Halton,null,Non-Profit,228,null,YES,YES,YES,NO,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M620&tab=0,http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M620&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=M620&tab=1,http://publicreporting.ltchomes.net/fr-ca/homeprofile.aspx?Home=M620&tab=0,Post Inn Village,1,0.97,2021-11-30,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Wait-List,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Liste-d-attente,http://healthcareathome.ca/mh/en/Getting-Care/Getting-Long-Term-Care/Eligibility-and-Admission,http://healthcareathome.ca/mh/fr/Obtenir-des-soins/Obtenir-des-soins-de-longue-dur%C3%A9e/Admissibilit%C3%A9-et-admission,905-855-9090,null,905-855-9090,null,Yes,Yes,2005,214,2021-12-06,Critical Incident Inspection,http://publicreporting.ltchomes.net/en-ca/File.aspx?RecID=27233&FacilityID=21254,2021-11-30,2021-03-15,http://publicreporting.ltchomes.net/fr-ca/File.aspx?RecID=27233&FacilityID=21254,-79.716752475,43.480260339
